api-1  | {"correlation_id": "019d5c2e-9cd5-7b0f-9de1-4de557a214ff", "event_id": "UUID('019d5c2e-9ce5-76e8-867f-a449e1bf5067')", "total_latency_ms": 153.8, "db_insert_ms": 96.9, "redis_enqueue_ms": 152.8, "idempotency_set_ms": 153.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:32.088128Z"}
api-4  | {"correlation_id": "019d5c2e-aec7-71c7-bc1c-5072a7f68e8e", "event_id": "UUID('019d5c2e-aed6-7922-9668-2716ff8594e8')", "total_latency_ms": 181.05, "db_insert_ms": 179.7, "redis_enqueue_ms": 180.7, "idempotency_set_ms": 181.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.708061Z"}
api-4  | {"correlation_id": "019d5c2e-ae96-71b8-a5fd-efc75965f70a", "event_id": "UUID('019d5c2e-ae9d-7f54-8f88-9ea7ad57e36d')", "total_latency_ms": 253.58, "db_insert_ms": 252.8, "redis_enqueue_ms": 253.2, "idempotency_set_ms": 253.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.726817Z"}
api-4  | {"correlation_id": "019d5c2e-ae3c-702b-bde3-09b48de51e8f", "event_id": "UUID('019d5c2e-aead-7147-8a78-5ad659b5e11a')", "total_latency_ms": 297.12, "db_insert_ms": 160.0, "redis_enqueue_ms": 162.0, "idempotency_set_ms": 297.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.785376Z"}
api-4  | {"correlation_id": "019d5c2e-acd9-7edb-abf7-9c34e5c29ca9", "event_id": "UUID('019d5c2e-acff-780c-b8c5-2b14d8df162d')", "total_latency_ms": 735.51, "db_insert_ms": 592.1, "redis_enqueue_ms": 597.6, "idempotency_set_ms": 735.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.788618Z"}
api-4  | {"correlation_id": "019d5c2e-ace7-7fa0-b370-7afd28eb26fd", "event_id": "UUID('019d5c2e-ad18-7fb9-a4c1-1520943607b4')", "total_latency_ms": 737.09, "db_insert_ms": 594.5, "redis_enqueue_ms": 735.9, "idempotency_set_ms": 737.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.793115Z"}
api-4  | {"correlation_id": "019d5c2e-ae3b-7064-a50f-9d0ca503698e", "event_id": "UUID('019d5c2e-aeac-7602-8288-1d8d0e73e3ab')", "total_latency_ms": 317.46, "db_insert_ms": 308.7, "redis_enqueue_ms": 313.5, "idempotency_set_ms": 317.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.804788Z"}
api-4  | {"correlation_id": "019d5c2e-accd-75e5-ab11-41231a987d6f", "event_id": "UUID('019d5c2e-ad01-7ac7-9455-b0cb5c65bd2a')", "total_latency_ms": 757.92, "db_insert_ms": 742.1, "redis_enqueue_ms": 745.0, "idempotency_set_ms": 757.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.805769Z"}
api-4  | {"correlation_id": "019d5c2e-aea5-7d26-8b29-b2a9fb3753f6", "event_id": "UUID('019d5c2e-af1c-72bb-af1c-4a2de67d0a4c')", "total_latency_ms": 237.5, "db_insert_ms": 227.1, "redis_enqueue_ms": 235.1, "idempotency_set_ms": 237.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.819529Z"}
api-1  | {"correlation_id": "019d5c2e-b366-74d1-abfc-bb8c65b49ef4", "event_id": "UUID('019d5c2e-b379-7f8f-a04a-06d55d83cb92')", "total_latency_ms": 57.02, "db_insert_ms": 52.6, "redis_enqueue_ms": 54.1, "idempotency_set_ms": 57.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.762668Z"}
api-4  | {"correlation_id": "019d5c2e-afc1-707e-abda-910d2f96f2f8", "event_id": "UUID('019d5c2e-afd7-7883-a4d9-311cb3406e2f')", "total_latency_ms": 61.8, "db_insert_ms": 54.3, "redis_enqueue_ms": 58.3, "idempotency_set_ms": 61.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.832658Z"}
api-4  | {"correlation_id": "019d5c2e-afc2-7845-ac72-ead33dbfc86b", "event_id": "UUID('019d5c2e-afc8-76b2-9419-c1f834862e9e')", "total_latency_ms": 67.35, "db_insert_ms": 61.7, "redis_enqueue_ms": 64.1, "idempotency_set_ms": 67.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.839705Z"}
api-4  | {"correlation_id": "019d5c2e-afc7-7ad5-93b3-9ddefa3ae7e3", "event_id": "UUID('019d5c2e-afe8-711c-b681-d8c35365a0aa')", "total_latency_ms": 64.38, "db_insert_ms": 56.1, "redis_enqueue_ms": 61.3, "idempotency_set_ms": 64.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.864582Z"}
api-4  | {"correlation_id": "019d5c2e-af0e-7fd1-bc65-c42346f994eb", "event_id": "UUID('019d5c2e-af24-7e31-95cb-212bbfa9dc6d')", "total_latency_ms": 280.62, "db_insert_ms": 209.3, "redis_enqueue_ms": 279.0, "idempotency_set_ms": 280.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.891755Z"}
api-4  | {"correlation_id": "019d5c2e-af0d-7ed2-adc2-8521284aa0b6", "event_id": "UUID('019d5c2e-af25-74b5-98b5-81330b241187')", "total_latency_ms": 326.89, "db_insert_ms": 318.8, "redis_enqueue_ms": 320.9, "idempotency_set_ms": 326.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.937214Z"}
api-4  | {"correlation_id": "019d5c2e-af29-79df-a906-5d8812f86ce0", "event_id": "UUID('019d5c2e-af3c-7d3c-9574-17df77d8a9a7')", "total_latency_ms": 306.59, "db_insert_ms": 296.6, "redis_enqueue_ms": 300.1, "idempotency_set_ms": 306.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:36.937961Z"}
api-4  | {"correlation_id": "019d5c2e-b087-7686-b4eb-8dd496fd3638", "event_id": "UUID('019d5c2e-b090-7057-a7f8-875505533bed')", "total_latency_ms": 53.39, "idempotency_set_ms": 53.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.029103Z"}
api-4  | {"correlation_id": "019d5c2e-b0a3-788c-9093-de4209c0833d", "event_id": "UUID('019d5c2e-b0b8-7525-a932-01999f82246a')", "total_latency_ms": 130.45, "idempotency_set_ms": 130.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.136651Z"}
api-4  | {"correlation_id": "019d5c2e-b0a0-75bc-a05a-382db7257e04", "event_id": "UUID('019d5c2e-b0ba-737f-867c-aa13434b9cde')", "total_latency_ms": 136.3, "redis_enqueue_ms": 132.0, "idempotency_set_ms": 136.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.140013Z"}
api-4  | {"correlation_id": "019d5c2e-b0a2-70aa-98dc-9d2dd3206861", "event_id": "UUID('019d5c2e-b0b9-7378-9c2d-d06ce86ab43f')", "total_latency_ms": 135.39, "redis_enqueue_ms": 132.6, "idempotency_set_ms": 135.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.140971Z"}
api-4  | {"correlation_id": "019d5c2e-b0a5-72bb-bd50-aadee608d8c9", "event_id": "UUID('019d5c2e-b0c0-74c6-822a-e7c6ae683676')", "total_latency_ms": 135.96, "db_insert_ms": 127.5, "redis_enqueue_ms": 134.2, "idempotency_set_ms": 136.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.143817Z"}
api-4  | {"correlation_id": "019d5c2e-b0a6-7bc0-bb1f-97874d21e399", "event_id": "UUID('019d5c2e-b0c3-7fdf-81d6-82fc027aff17')", "total_latency_ms": 138.28, "db_insert_ms": 134.0, "redis_enqueue_ms": 135.8, "idempotency_set_ms": 138.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.148698Z"}
api-4  | {"correlation_id": "019d5c2e-aff3-7c37-98ce-6b008c3e8745", "event_id": "UUID('019d5c2e-affd-7fd2-b76c-dc2f7353c169')", "total_latency_ms": 330.71, "db_insert_ms": 326.3, "redis_enqueue_ms": 327.8, "idempotency_set_ms": 330.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.157362Z"}
api-2  | {"correlation_id": "019d5c2e-b599-715f-8739-7aa2c0b27f93", "event_id": "UUID('019d5c2e-b5ad-7564-bb25-6386b2b7f94b')", "total_latency_ms": 74.6, "db_insert_ms": 70.5, "redis_enqueue_ms": 72.3, "idempotency_set_ms": 74.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.359274Z"}
api-4  | {"correlation_id": "019d5c2e-b0a7-7c08-b946-acaed2c3a208", "event_id": "UUID('019d5c2e-b0c4-7730-a6aa-50bf7e31f5e1')", "total_latency_ms": 168.35, "db_insert_ms": 163.5, "redis_enqueue_ms": 165.8, "idempotency_set_ms": 168.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.182168Z"}
api-2  | {"correlation_id": "019d5c2e-b5ca-7e8d-b314-6d9f0e725765", "event_id": "UUID('019d5c2e-b5e0-7d16-a910-ec2028010fe8')", "total_latency_ms": 50.99, "redis_enqueue_ms": 50.5, "idempotency_set_ms": 51.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.374076Z"}
api-4  | {"correlation_id": "019d5c2e-b139-7715-86b6-6ae705f91740", "event_id": "UUID('019d5c2e-b143-7c60-aed6-735e383432b8')", "total_latency_ms": 54.73, "idempotency_set_ms": 54.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.206204Z"}
api-4  | {"correlation_id": "019d5c2e-b13c-7955-8a52-655dad88dda2", "event_id": "UUID('019d5c2e-b149-75cc-9e7a-2cef677cef96')", "total_latency_ms": 53.81, "idempotency_set_ms": 53.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.207528Z"}
api-4  | {"correlation_id": "019d5c2e-b14f-71a1-b4d0-afb005fa38a8", "event_id": "UUID('019d5c2e-b151-7e95-bf3b-5dd121ea0858')", "total_latency_ms": 50.85, "idempotency_set_ms": 50.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.219870Z"}
api-1  | {"correlation_id": "019d5c2e-b72c-7ca2-aedf-35d7ccd4e469", "event_id": "UUID('019d5c2e-b734-7e02-86b4-8fd457fdd26c')", "total_latency_ms": 125.16, "db_insert_ms": 75.7, "redis_enqueue_ms": 108.4, "idempotency_set_ms": 125.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.801410Z"}
api-2  | {"correlation_id": "019d5c2e-b5ce-7e87-a2f1-590ba117d65f", "event_id": "UUID('019d5c2e-b5da-72b9-b418-91103dc7b978')", "total_latency_ms": 58.96, "db_insert_ms": 51.1, "redis_enqueue_ms": 54.1, "idempotency_set_ms": 58.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.378663Z"}
api-2  | {"correlation_id": "019d5c2e-b5dd-721a-9009-9f8947182da7", "event_id": "UUID('019d5c2e-b5ef-747e-a3a0-8123bf982d1b')", "total_latency_ms": 51.47, "idempotency_set_ms": 51.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.395941Z"}
api-1  | {"correlation_id": "019d5c2e-b8cb-7d27-95fd-e1372b0a9949", "event_id": "UUID('019d5c2e-b8d4-7720-b3f2-ef94a71a7496')", "total_latency_ms": 52.87, "idempotency_set_ms": 52.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.140910Z"}
api-1  | {"correlation_id": "019d5c2e-b8ed-7628-9b49-7ee022da1bdb", "event_id": "UUID('019d5c2e-b905-7f06-816f-31f4a5207c35')", "total_latency_ms": 64.67, "db_insert_ms": 61.3, "redis_enqueue_ms": 63.1, "idempotency_set_ms": 64.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.193782Z"}
api-1  | {"correlation_id": "019d5c2e-b9a6-707b-bf64-22cb8d4a569b", "event_id": "UUID('019d5c2e-b9b1-7e94-8610-1ad607a339c7')", "total_latency_ms": 63.87, "db_insert_ms": 58.1, "redis_enqueue_ms": 59.4, "idempotency_set_ms": 63.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.372580Z"}
api-1  | {"correlation_id": "019d5c2e-bbc2-73b6-ae07-f31fc219c58a", "event_id": "UUID('019d5c2e-bbc7-707a-9469-76eeb5b3bc3c')", "total_latency_ms": 130.38, "idempotency_set_ms": 130.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.976126Z"}
api-2  | {"correlation_id": "019d5c2e-b7a6-72ec-bd32-f3c14f1a8e05", "event_id": "UUID('019d5c2e-b7ac-7dca-8b20-256386effb86')", "total_latency_ms": 67.88, "idempotency_set_ms": 67.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.862218Z"}
api-2  | {"correlation_id": "019d5c2e-b7a8-7429-bc36-a1f335387e49", "event_id": "UUID('019d5c2e-b7ad-7750-9b8a-06d671e9b7ae')", "total_latency_ms": 73.41, "idempotency_set_ms": 73.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.868435Z"}
api-2  | {"correlation_id": "019d5c2e-b9a3-7d46-999f-db852243eb9b", "event_id": "UUID('019d5c2e-b9c4-744c-94b1-048c7774f351')", "total_latency_ms": 68.9, "db_insert_ms": 67.7, "redis_enqueue_ms": 68.5, "idempotency_set_ms": 68.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.385202Z"}
api-2  | {"correlation_id": "019d5c2e-b9a2-7000-b00e-f8a3e77c0965", "event_id": "UUID('019d5c2e-b9b7-7b2f-9347-12f96af4a61e')", "total_latency_ms": 75.85, "db_insert_ms": 72.2, "redis_enqueue_ms": 73.5, "idempotency_set_ms": 75.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.388075Z"}
api-2  | {"correlation_id": "019d5c2e-b9b3-7050-a2ea-c09cb6684dc8", "event_id": "UUID('019d5c2e-b9cc-7baa-a825-4971bf6ed887')", "total_latency_ms": 59.42, "db_insert_ms": 52.4, "redis_enqueue_ms": 55.7, "idempotency_set_ms": 59.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.393300Z"}
api-2  | {"correlation_id": "019d5c2e-b9b6-7196-8e1e-402d53af9c50", "event_id": "UUID('019d5c2e-b9d8-778a-8933-b2fc33f5b52b')", "total_latency_ms": 55.76, "db_insert_ms": 50.3, "redis_enqueue_ms": 54.6, "idempotency_set_ms": 55.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.395516Z"}
api-2  | {"correlation_id": "019d5c2e-b9b4-7d55-b188-11cc45475a35", "event_id": "UUID('019d5c2e-b9cd-76c6-a927-aa318ad0f2ba')", "total_latency_ms": 59.27, "db_insert_ms": 50.4, "redis_enqueue_ms": 54.7, "idempotency_set_ms": 59.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.395947Z"}
api-2  | {"correlation_id": "019d5c2e-bbca-7c41-8ec1-a04d39bff6ef", "event_id": "UUID('019d5c2e-bbd0-7656-9721-854f52625a11')", "total_latency_ms": 53.83, "redis_enqueue_ms": 52.0, "idempotency_set_ms": 53.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.906346Z"}
api-2  | {"correlation_id": "019d5c2e-bbd8-7712-8b38-b738bab13b48", "event_id": "UUID('019d5c2e-bbf0-7be8-a09a-14534a45bb1a')", "total_latency_ms": 50.88, "idempotency_set_ms": 50.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:39.930265Z"}
api-3  | {"correlation_id": "019d5c2e-c4cc-7352-a51d-1409b80cae90", "event_id": "UUID('019d5c2e-c4da-7ac6-87fe-653cba6f9653')", "total_latency_ms": 61.22, "redis_enqueue_ms": 56.7, "idempotency_set_ms": 61.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.224793Z"}
api-3  | {"correlation_id": "019d5c2e-c4d9-7027-a68a-4164612925c8", "event_id": "UUID('019d5c2e-c4db-71d2-9cc4-90beb5fd7420')", "total_latency_ms": 54.75, "idempotency_set_ms": 54.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.226025Z"}
api-3  | {"correlation_id": "019d5c2e-c4e3-7596-81a8-c94fa3310318", "event_id": "UUID('019d5c2e-c508-768e-8645-16e4a00f625f')", "total_latency_ms": 62.74, "db_insert_ms": 59.9, "redis_enqueue_ms": 61.1, "idempotency_set_ms": 62.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.257382Z"}
api-4  | {"correlation_id": "019d5c2e-b21a-7d10-b2bf-e2c08d72ac5c", "event_id": "UUID('019d5c2e-b232-7a80-81f2-0fefb5a0be62')", "total_latency_ms": 139.79, "db_insert_ms": 116.1, "redis_enqueue_ms": 127.6, "idempotency_set_ms": 139.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.512109Z"}
api-4  | {"correlation_id": "019d5c2e-b244-7ea1-910d-c8af58f4b543", "event_id": "UUID('019d5c2e-b288-7d21-9162-9fa6408c2ee4')", "total_latency_ms": 88.51, "db_insert_ms": 83.2, "redis_enqueue_ms": 87.2, "idempotency_set_ms": 88.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.531275Z"}
api-4  | {"correlation_id": "019d5c2e-b231-769e-8d11-1c05acd887bf", "event_id": "UUID('019d5c2e-b264-7903-81a4-75653e90c989')", "total_latency_ms": 119.84, "db_insert_ms": 114.3, "redis_enqueue_ms": 115.1, "idempotency_set_ms": 119.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.537892Z"}
api-4  | {"correlation_id": "019d5c2e-b241-7079-af55-7b9b62c384a2", "event_id": "UUID('019d5c2e-b287-7384-b42b-8b53548957c6')", "total_latency_ms": 103.4, "db_insert_ms": 94.2, "redis_enqueue_ms": 99.5, "idempotency_set_ms": 103.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.543581Z"}
api-4  | {"correlation_id": "019d5c2e-b246-7328-ab25-90c4c11fd94c", "event_id": "UUID('019d5c2e-b28b-74b1-ac9d-1c1aafc29022')", "total_latency_ms": 98.64, "db_insert_ms": 87.3, "redis_enqueue_ms": 93.2, "idempotency_set_ms": 98.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.544859Z"}
api-3  | {"correlation_id": "019d5c2e-c4f7-7c1d-bd90-95d5e11550fb", "event_id": "UUID('019d5c2e-c513-793c-85c6-04ea99b7fe59')", "total_latency_ms": 84.31, "db_insert_ms": 73.9, "redis_enqueue_ms": 82.1, "idempotency_set_ms": 84.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.284677Z"}
api-4  | {"correlation_id": "019d5c2e-b257-7cb2-a391-85eae01a541f", "event_id": "UUID('019d5c2e-b2d6-759d-b2f4-32ba2919413b')", "total_latency_ms": 191.06, "idempotency_check_ms": 116.5, "db_insert_ms": 187.2, "redis_enqueue_ms": 189.8, "idempotency_set_ms": 191.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.632717Z"}
api-4  | {"correlation_id": "019d5c2e-b273-78e3-b99f-9f389048d5bf", "event_id": "UUID('019d5c2e-b30a-77a1-8b49-12ea8b659dc0')", "total_latency_ms": 64.32, "db_insert_ms": 60.5, "redis_enqueue_ms": 63.3, "idempotency_set_ms": 64.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.644182Z"}
api-4  | {"correlation_id": "019d5c2e-b332-7e14-bb0f-22c3082274ca", "event_id": "UUID('019d5c2e-b33f-7ecd-897f-7ac83595dac5')", "total_latency_ms": 73.87, "db_insert_ms": 67.7, "redis_enqueue_ms": 71.4, "idempotency_set_ms": 73.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.731416Z"}
api-4  | {"correlation_id": "019d5c2e-b333-7de8-bab3-1e00a6cb3afe", "event_id": "UUID('019d5c2e-b33e-79ce-aad3-5f07928cc73d')", "total_latency_ms": 72.78, "db_insert_ms": 70.3, "redis_enqueue_ms": 72.2, "idempotency_set_ms": 72.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:37.732720Z"}
api-4  | {"correlation_id": "019d5c2e-b59f-7eda-9dcb-01ed256e18ed", "event_id": "UUID('019d5c2e-b5b1-7635-ae95-9ec369c856ed')", "total_latency_ms": 70.43, "db_insert_ms": 62.1, "redis_enqueue_ms": 67.8, "idempotency_set_ms": 70.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:38.348777Z"}
api-2  | {"correlation_id": "019d5c2e-bedd-7961-9c33-b9c9eadf500a", "event_id": "UUID('019d5c2e-bef8-768b-8726-46e3acb4e804')", "total_latency_ms": 50.13, "idempotency_set_ms": 50.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:40.703936Z"}
api-2  | {"correlation_id": "019d5c2e-c14b-7f88-bc4b-a2315d8d0d37", "event_id": "UUID('019d5c2e-c171-7122-a699-09000d87509f')", "total_latency_ms": 78.93, "db_insert_ms": 70.7, "redis_enqueue_ms": 78.2, "idempotency_set_ms": 78.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:41.368560Z"}
api-2  | {"correlation_id": "019d5c2e-c15f-77cd-8092-96e8871c5b67", "event_id": "UUID('019d5c2e-c17c-7373-9c46-8c04b9175591')", "total_latency_ms": 78.89, "db_insert_ms": 76.5, "redis_enqueue_ms": 78.3, "idempotency_set_ms": 78.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:41.377545Z"}
api-2  | {"correlation_id": "019d5c2e-c17b-7ae7-9726-8080ff6f4cdb", "event_id": "UUID('019d5c2e-c1ac-7dc1-b2d4-2a1c4162f79c')", "total_latency_ms": 53.87, "db_insert_ms": 50.1, "redis_enqueue_ms": 52.2, "idempotency_set_ms": 53.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:41.388783Z"}
api-1  | {"correlation_id": "019d5c2e-be5f-7eee-aa29-cc7967606c5f", "event_id": "UUID('019d5c2e-be7e-750d-88df-a9e63c928231')", "total_latency_ms": 124.98, "db_insert_ms": 122.8, "redis_enqueue_ms": 124.2, "idempotency_set_ms": 125.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:40.653071Z"}
api-1  | {"correlation_id": "019d5c2e-be4f-7d8b-a566-615984fd8e2c", "event_id": "UUID('019d5c2e-be68-73ea-bf7e-a146c3dacf70')", "total_latency_ms": 155.05, "db_insert_ms": 147.6, "redis_enqueue_ms": 151.0, "idempotency_set_ms": 155.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:40.657864Z"}
api-1  | {"correlation_id": "019d5c2e-be61-791a-b8f1-4cb9eb6252a6", "event_id": "UUID('019d5c2e-be7c-7e5c-9ef1-02646f3cf8f3')", "total_latency_ms": 127.81, "db_insert_ms": 118.1, "redis_enqueue_ms": 121.4, "idempotency_set_ms": 127.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:40.660410Z"}
api-1  | {"correlation_id": "019d5c2e-be54-7759-829e-caac3398b003", "event_id": "UUID('019d5c2e-be78-7ff5-a98d-4417740170b9')", "total_latency_ms": 140.11, "db_insert_ms": 127.7, "redis_enqueue_ms": 137.9, "idempotency_set_ms": 140.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:40.666966Z"}
api-1  | {"correlation_id": "019d5c2e-be67-7fa0-b157-80b380e7440e", "event_id": "UUID('019d5c2e-be7f-74bf-9ab1-90335d551282')", "total_latency_ms": 154.87, "db_insert_ms": 153.2, "redis_enqueue_ms": 153.8, "idempotency_set_ms": 154.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:40.688359Z"}
api-1  | {"correlation_id": "019d5c2e-c02b-7276-bd47-f5eab1f8a939", "event_id": "UUID('019d5c2e-c042-79aa-add3-e44d54f18b1e')", "total_latency_ms": 71.34, "db_insert_ms": 66.1, "redis_enqueue_ms": 71.0, "idempotency_set_ms": 71.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:41.047507Z"}
api-1  | {"correlation_id": "019d5c2e-c01b-72a2-8e1c-7fb71b2bc0ae", "event_id": "UUID('019d5c2e-c022-7959-90fd-220db346a080')", "total_latency_ms": 87.06, "db_insert_ms": 75.6, "redis_enqueue_ms": 78.1, "idempotency_set_ms": 87.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:41.048825Z"}
api-1  | {"correlation_id": "019d5c2e-c0ba-76aa-b32f-b834bbe13cfc", "event_id": "UUID('019d5c2e-c0c5-70ec-a128-ecb0c0ec9f29')", "total_latency_ms": 51.87, "idempotency_set_ms": 51.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:41.168056Z"}
api-1  | {"correlation_id": "019d5c2e-c0be-79e4-817d-5df9d521ef16", "event_id": "UUID('019d5c2e-c0d7-775e-8c08-c5bb1f42b78c')", "total_latency_ms": 55.06, "idempotency_set_ms": 55.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:41.187573Z"}
api-2  | {"correlation_id": "019d5c2e-c46e-71d3-9177-57d4688a6d11", "event_id": "UUID('019d5c2e-c473-7807-8003-1c07c17b5e10')", "total_latency_ms": 123.3, "db_insert_ms": 111.7, "redis_enqueue_ms": 115.1, "idempotency_set_ms": 123.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.189060Z"}
api-2  | {"correlation_id": "019d5c2e-c470-7ad8-be4b-4ca22a454e56", "event_id": "UUID('019d5c2e-c475-7e43-ade2-dc478a20f30c')", "total_latency_ms": 124.3, "db_insert_ms": 112.0, "redis_enqueue_ms": 120.8, "idempotency_set_ms": 124.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.191598Z"}
api-2  | {"correlation_id": "019d5c2e-c4c9-7047-8d2e-3b9e279cdb45", "event_id": "UUID('019d5c2e-c4d1-76ba-87c7-0262e8419a0e')", "total_latency_ms": 56.77, "idempotency_set_ms": 56.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.215400Z"}
api-2  | {"correlation_id": "019d5c2e-c4c7-7ce1-ab72-a3cb21040e7e", "event_id": "UUID('019d5c2e-c4d0-7bb0-a795-6ecbc109760d')", "total_latency_ms": 77.93, "redis_enqueue_ms": 69.1, "idempotency_set_ms": 77.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.235037Z"}
api-2  | {"correlation_id": "019d5c2e-c4ee-762e-b5db-559864a3dbe4", "event_id": "UUID('019d5c2e-c506-7cd2-aadb-d72fe7e9333c')", "total_latency_ms": 60.77, "db_insert_ms": 53.2, "redis_enqueue_ms": 60.1, "idempotency_set_ms": 60.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:42.258483Z"}
